"ENERGY STAR Unique ID","ENERGY STAR Partner","Brand Name","Model Name","Model Number","Additional Model Information","UPC","Product Type","Max Nameplate Output Current (A)","Input Voltage (V)","Maximum Output Power (kW)","Number of Outputs","Maximum Output Cord Length (ft.)","Output Cord Gauge (AWG)","Screen Area, if EVSE has high res display (in2)","Maximum (100%) Measured Luminance of the High Res Display (candelas per m2)","Automatic Brightness Control (ABC) Capable?","Connected Capable","DR Protocol","Connects Using","Protocols Used to Support Smart Charging","Network Security Standards","Is Broadband Internet Connection Needed for Demand Response?","Auxiliary Product Features","Product Features","Network Capability","Network Connection Types Available","No Vehicle Mode Input Power (watts)","No Vehicle Mode Total Allowance (watts)","No Vehicle Mode Power Factor","Partial On Mode Input Power (watts)","Partial On Mode Total Allowance (watts)","Partial On Mode Power Factor","Idle Mode Input Power (watts)","Idle Mode Total Allowance (watts)","Idle Mode Power Factor","Full Current Operation Mode Test: Total Loss (watts)","30 A Operation Mode Test: Total Loss (watts)","15 A Operation Mode Test: Total Loss (watts)","4 A Operation Mode Test: Total Loss (watts)","Dual Input Level 2: No Vehicle Mode Input Power (watts)","Dual Input No Vehicle Mode Total Allowance (watts)","Dual Input Level 2: No Vehicle Mode Power Factor","Dual Input Level 2: Partial On Mode Input Power (watts)","Dual Input Partial On Mode Total Allowance (watts)","Dual Input Level 2:  Partial On Mode Power Factor","Dual Input Level 2:  Idle Mode Input Power (watts)","Dual Input Idle Mode Total Allowance (watts)","Dual Input Level 2:  Idle Mode Power Factor","Dual Input Level 2: Full Current Operation Mode Test: Total Loss (watts)","Dual Input Level 2: 30 A Operation Mode Test: Total Loss (watts)","Dual Input Level 2: 15 A Operation Mode Test: Total Loss (watts)","Dual Input Level 2: 4 A Operation Mode Test: Total Loss (watts)","Date Available on Market","Date Certified","Markets","CB Model Identifier"
"2649977","SHENZHEN HB ELECTRONIC CO LTD","HBE","HBE-AC40A01HW-U-**E**4G*","HBE-AC40A01HW-U-**E**4G*","HBE-AC40A01HW-U-**E**; HBE-AC40A01HW-U-**E***; HBE-AC40A01HW-U-**E**#; HBE-AC40A01HW-U-**E**4G; HBE-AC40A01HW-U-**E**4G#",,"Level 1/Level 2 Dual Input","16","120","1.92","1","15","9",,,"No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet,Cellular","4.2","6","0.37","4.62","6","0.37","10.37","12.4","0.49","22",,"15","8","4.64","6","0.2","4.92","6","0.21","10.2","22","0.35","-70","-41","-18","8","09/04/2023","09/04/2023","United States, Canada","ES_1148102_HBE-AC40A01HW-U-**E**4G*_08302023144417_2383691"
"2649978","SHENZHEN HB ELECTRONIC CO LTD","HBE","HBE-AC48A01HW-U-**E**4G*","HBE-AC48A01HW-U-**E**4G*","HBE-AC48A01HW-U-**E**; HBE-AC48A01HW-U-**E***; HBE-AC48A01HW-U-**E**#; HBE-AC48A01HW-U-**E**4G; HBE-AC48A01HW-U-**E**4G#",,"Level 1/Level 2 Dual Input","16","120","1.92","1","16","8",,,"No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet,Cellular","4.81","6","0.34","4.88","6","0.34","10.18","12.4","0.5","18",,"14","7","4.81","6","0.19","4.84","6","0.2","10.23","25.2","0.35","-95","-39","-20","8","09/04/2023","09/04/2023","United States, Canada","ES_1148102_HBE-AC48A01HW-U-**E**4G*_08292023154352_1809198"
"2649984","SHENZHEN HB ELECTRONIC CO LTD","HBE","HBE-AC32A01HW-U-**S*N*","HBE-AC32A01HW-U-**S*N*","HBE-AC32A01HW-U-**S*N#",,"Level 1/Level 2 Dual Input","16","120","1.92","1","16","10","8.15","245.8","No",,,,,,,,,"No","None","3.74","7.41","0.31","3.8","7.41","0.62","9.68","13.81","0.49","26",,"13","9","3.8","7.41","0.17","3.86","7.41","0.18","9.72","20.21","0.34","-82","-79","-19","11","09/04/2023","09/04/2023","United States, Canada","ES_1148102_HBE-AC32A01HW-U-**S*N*_08302023144106_4526178"
"2649989","SHENZHEN HB ELECTRONIC CO LTD","HBE","HBE-AC40A01HW-U-**E*N*","HBE-AC40A01HW-U-**E*N*","HBE-AC40A01HW-U-**E*N#",,"Level 1/Level 2 Dual Input","16","120","1.92","1","15","9",,,"No",,,,,,,,,"No","None","2.45","5","0.23","2.51","5","0.24","7.89","11.4","0.46","23","13",,"11","2.46","5","0.12","2.51","5","0.12","7.94","21","0.31","-69","-35","-18","9","03/11/2024","03/11/2024","United States, Canada","ES_1148102_HBE-AC40A01HW-U-**E*N*_08292023144409_8158075"
"2649990","SHENZHEN HB ELECTRONIC CO LTD","HBE","HBE-AC48A01HW-U-**E*N*","HBE-AC48A01HW-U-**E*N*","HBE-AC48A01HW-U-**E*N#",,"Level 1/Level 2 Dual Input","16","120","1.92","1","16","8",,,"No",,,,,,,,,"No","None","3.01","5","0.25","3.03","5","0.25","8.33","11.4","0.46","15",,"15","7","3.03","5","0.13","3.09","5","0.13","8.43","24.2","0.31","-101","-44","-25","7","09/04/2023","09/04/2023","United States, Canada","ES_1148102_HBE-AC48A01HW-U-**E*N*_08302023143904_5861627"
"2649992","SHENZHEN HB ELECTRONIC CO LTD","HBE","HBE-AC32A01HW-U-**S**4G*","HBE-AC32A01HW-U-**S**4G*","HBE-AC32A01HW-U-**S**; HBE-AC32A01HW-U-**S***; HBE-AC32A01HW-U-**S**#; HBE-AC32A01HW-U-**S**4G; HBE-AC32A01HW-U-**S**4G#",,"Level 1/Level 2 Dual Input","16","120","1.92","1","16","10","8.15","245.8","No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet,Cellular","6.05","8.41","0.41","6.58","8.41","0.42","11.97","14.81","0.52","32",,"12","12","6.22","8.41","0.27","6.53","8.41","0.28","11.94","21.21","0.39","-101","-64","-36","10","09/04/2023","09/04/2023","United States, Canada","ES_1148102_HBE-AC32A01HW-U-**S**4G*_08182023111434_2945367"
"2649993","SHENZHEN HB ELECTRONIC CO LTD","HBE","HBE-AC32A01HW-U-**E*N*","HBE-AC32A01HW-U-**E*N*","HBE-AC32A01HW-U-**E*N#",,"Level 2","16","120","1.92","1","16","10",,,"No",,,,,,,,,"No","None","2.45","5","0.24","2.49","5","0.24","7.85","11.4","0.46","22",,"17","9","2.45","5","0.12","2.53","5","0.13","7.95","17.8","0.32","-73","-82","-15","11","03/11/2024","03/11/2024","United States, Canada","ES_1148102_HBE-AC32A01HW-U-**E*N*_08292023142406_6998254"
"2732579","SHENZHEN HB ELECTRONIC CO LTD","HBE","HBE-AC48A01HW-U-**S**4G*, HBE-AC48A01HW-U-**S***, HBE-AC48A01HW-U-**S**4G#, HBE-AC48A01HW-U-**S**#, HBE-AC48A01HW-U-**S**4G, HBE-AC48A01HW-U-**S**","HBE-AC48A01HW-U-**S**4G*, HBE-AC48A01HW-U-**S***, HBE-AC48A01HW-U-**S**4G#, HBE-AC48A01HW-U-**S**#, HBE-AC48A01HW-U-**S**4G, HBE-AC48A01HW-U-**S**",,,"Level 1/Level 2 Dual Input","16","120","1.92","1","16","8","8.15","244.7","No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet,Cellular","6.33","8.41","0.4","6.95","8.41","0.41","12.47","14.81","0.52","27",,"12","5","7.04","8.41","0.25","7.14","8.41","0.26","11.83","27.61","0.37","-93","-45","-18","17","11/09/2023","11/09/2023","United States, Canada","ES_1148102_HBE-AC48A01HW-U-**S**4G*, HBE-AC48A01HW-U-**S***, HBE-AC48A01HW-U-**S**4G#, HBE-AC48A01HW-U-**S**#, HBE-AC48A01HW-U-**S**4G, HBE-AC48A01HW-U-**S**_11092023103242_9501459"
"3417942","SHENZHEN HB ELECTRONIC CO LTD","HBE","HBE-AC32A01HW-U-**E**4G*","HBE-AC32A01HW-U-**E**4G*","HBE-AC32A01HW-U-**E**; HBE-AC32A01HW-U-**E***; HBE-AC32A01HW-U-**E**#; HBE-AC32A01HW-U-**E**4G; HBE-AC32A01HW-U-**E**4G#",,"Level 1/Level 2 Dual Input","16","120","1.92","1","16","10",,,"No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet,Cellular","4.54","6","0.35","4.63","6","0.37","10.26","12.4","0.5","39",,"20","9","4.66","6","0.2","4.92","6","0.22","10.33","18.8","0.35","-63","-57","-21","8","03/13/2024","03/13/2024","United States, Canada","ES_1148102_HBE-AC32A01HW-U-**E**4G*_03112024153941_8702051"
"3417979","SHENZHEN HB ELECTRONIC CO LTD","HBE","HBE-AC40A01HW-U-**E**4G*","HBE-AC40A01HW-U-**E**4G*","HBE-AC40A01HW-U-**E**; HBE-AC40A01HW-U-**E***; HBE-AC40A01HW-U-**E**#; HBE-AC40A01HW-U-**E**4G; HBE-AC40A01HW-U-**E**4G#",,"Level 1/Level 2 Dual Input","16","120","1.92","1","15","9",,,"No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet,Cellular","4.2","6","0.37","4.62","6","0.37","10.37","12.4","0.49","22",,"15","8","4.64","6","0.2","4.92","6","0.21","10.2","22","0.35","-70","-41","-18","8","03/15/2024","03/15/2024","United States, Canada","ES_1148102_HBE-AC40A01HW-U-**E**4G*_03112024171957_778619"
"3418887","SHENZHEN HB ELECTRONIC CO LTD","HBE","HBE-AC32A02ST-U-*#*****","HBE-AC32A02ST-U-*#*****","HBE-AC40A02ST-U-*#*****; HBE-AC48A02ST-U-*#*****.",,"Level 2","48","240","11.52","2","25","8","7.93","126.9","No",,,,,,,"High Resolution Display,Credit Card Reader,Radio Frequency Identification (RFID)",,"Yes","Wi-Fi or Gigabit Ethernet,Cellular","10.91","12.35","0.34","10.98","12.35","0.34","12.72","31.55","0.36","37.81","35.73","34.87","34.77",,,,,,,,,,,,,,"03/19/2024","03/19/2024","United States, Canada","ES_1148102_HBE-AC32A02ST-U-*#*****_03192024102652_881311"
"3624312","SHENZHEN HB ELECTRONIC CO LTD","HBE","HBE-AC40A01HW-U-**S*N*","HBE-AC40A01HW-U-**S*N*","HBE-AC40A01HW-U-**S*N#",,"Level 1/Level 2 Dual Input","16","120","1.92","1","15","9","8.15","246.7","No",,,,,,,,,"No","None","3.73","7.41","0.31","3.79","7.41","0.32","9.58","13.81","0.48","21",,"20","7","3.81","7.41","0.17","3.85","7.41","0.18","9.64","23.41","0.34","-79","-46","-19","9","08/23/2024","08/23/2024","United States, Canada","ES_1148102_HBE-AC40A01HW-U-**S*N*_08162024183504_8278772"
"3624313","SHENZHEN HB ELECTRONIC CO LTD","HBE","HBE-AC48A01HW-U-**S*N*","HBE-AC48A01HW-U-**S*N*","HBE-AC48A01HW-U-**S*N#",,"Level 1/Level 2 Dual Input","16","120","1.92","1","16","8","8.15","244.7","No",,,,,,,,,"No","None","3.72","7.41","0.29","3.81","7.41","0.3","9.12","13.81","0.48","21",,"14","12","3.79","7.41","0.16","3.82","7.41","0.16","9.26","26.61","0.34","-94","-46","-19","9","08/23/2024","08/23/2024","United States, Canada","ES_1148102_HBE-AC48A01HW-U-**S*N*_08172024103432_2551538"
"3624315","SHENZHEN HB ELECTRONIC CO LTD","HBE","HBE-AC32A01HW-U-**S*N*","HBE-AC32A01HW-U-**S*N*","HBE-AC32A01HW-U-**S*N#",,"Level 1/Level 2 Dual Input","16","120","1.92","1","16","10","8.15","245.8","No",,,,,,,,,"No","None","3.74","7.41","0.31","3.8","7.41","0.62","9.68","13.81","0.49","26",,"13","9","3.8","7.41","0.17","3.86","7.41","0.18","9.72","20.21","0.34","-82","-79","-19","11","08/23/2024","08/23/2024","United States, Canada","ES_1148102_HBE-AC32A01HW-U-**S*N*_08222024142455_7588312"
"3624316","SHENZHEN HB ELECTRONIC CO LTD","HBE","HBE-AC48A01HW-U-**E*N*","HBE-AC48A01HW-U-**E*N*","HBE-AC48A01HW-U-**E*N#",,"Level 1/Level 2 Dual Input","16","120","1.92","1","16","8",,,"No",,,,,,,,,"No","None","3.01","5","0.25","3.03","5","0.25","8.33","11.4","0.46","15",,"15","7","3.03","5","0.13","3.09","5","0.13","8.43","24.2","0.31","-101","-44","-25","7","08/23/2024","08/23/2024","United States, Canada","ES_1148102_HBE-AC48A01HW-U-**E*N*_08222024143702_4295770"
"3942575","SHENZHEN HB ELECTRONIC CO LTD","HBE","HBE-AC##*01HW-U-** * * * * * #","HBE-AC##*01HW-U-** * * * * * #",,,"Level 1/Level 2 Dual Input","16","120","1.92","1","16","8",,,"No",,,,,,,"PLC Board (ISO 15118),Radio Frequency Identification (RFID)","None","Yes","Wi-Fi or Gigabit Ethernet,Other LAN (Local Area Network),Cellular","2.75","7.5","0.44","3.08","7.5","0.44","4.49","13.9","0.48","20.72",,"18.49","5.85","3.11","7.5","0.29","3.32","7.5","0.3","5.02","26.7","0.33","-143.15","-60.47","-19.62","6.27","01/07/2025","01/07/2025","United States, Canada","ES_1148102_HBE-AC##*01HW-U-** * * * * * #_01022025095555_5267450"
"2839472","Shenzhen Hengfengtai New Energy Technology Co., Ltd.","HFT","HFTAC-9kW-S18","HFTAC-9kW-S18","HFTAC-9kW-S24,HFTAC-9kW-S24",,"Level 2","40","240","9.6","1","24","9",,,"No",,,,,,,,,"No","None","0","1.89","0","0","2.05","0","0","5.88","0","0",,,,,,,,,,,,,,,,,"10/19/2023","10/19/2023","United States, Canada","ES_1148037_HFTAC-9kW-S18_10192023151745_2837705"
"2839473","Shenzhen Hengfengtai New Energy Technology Co., Ltd.","HFT","HFTAC-7kW-S18","HFTAC-7kW-S18","HFTAC-7kW-S24,HFTAC-7kW-S24",,"Level 2","32","240","7.68","1","24","10",,,"No",,,,,,,,,"No","None","0","1.89","0","0","2.5","0","0","6.34","0","0",,,,,,,,,,,,,,,,,"10/19/2023","10/19/2023","United States, Canada","ES_1148037_HFTAC-7kW-S18_11132023135221_6440808"
"2839474","Shenzhen Hengfengtai New Energy Technology Co., Ltd.","HFT","HFTAC-11kW-S18","HFTAC-11kW-S18","HFTAC-11kW-S24,HFTAC-11kW-S24",,"Level 2","48","240","11.52","1","24","8",,,"No",,,,,,,,,"No","None","0","1.91","0","0","2.08","0","0","6.84","0","0",,,,,,,,,,,,,,,,,"10/19/2023","10/19/2023","United States, Canada","ES_1148037_HFTAC-11kW-S18_11132023140043_7642928"
"3417455","Shenzhen Longsun Optoelectronics Technology CO. ,LTD","LONGSUN","EVC-WB50","EVC-WB50",,,"Level 2","48","240","11.52","1","25","8",,,"No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet","2.76","6.5","0.11","2.81","6.5","0.12","4.04","25.7","0.15","126.04","59.99","18.31","5.13",,,,,,,,,,,,,,"02/20/2024","02/20/2024","United States, Canada","ES_1150176_EVC-WB50_02182024095449_9833337"
"3417456","Shenzhen Longsun Optoelectronics Technology CO. ,LTD","LONGSUN","EVC-WB50A","EVC-WB50A",,,"Level 2","40","240","9.6","1","25","8",,,"No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet","2.74","6.5","0.12","2.83","6.5","0.12","4.31","22.5","0.15","103.71","59.82","17.95","5.09",,,,,,,,,,,,,,"02/20/2024","02/20/2024","United States, Canada","ES_1150176_EVC-WB50A_02182024095246_5226861"
"2397741","SHEN ZHEN PUTIAN YONGGAO NEW ENERGY TECHNOLOGY CO.,LTD","WPT","WPTAC-9KW-S24-TD","WPTAC-9KW-S24-TD","WPTAC-9KW-S18-TD",,"Level 2","40","240","9.6","1","24","9","7.93","46.61","No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet","3.61","4.42","0.29","3.81","4.42","0.31","6.53","20.42","0.39","90","50","13","8",,,,,,,,,,,,,,"06/22/2022","06/22/2022","United States, Canada","ES_1147623_WPTAC-9KW-S24-TD_06172022134300_4742242"
"2397742","SHEN ZHEN PUTIAN YONGGAO NEW ENERGY TECHNOLOGY CO.,LTD","WPT","WPTAC-7KW-S24-TD","WPTAC-7KW-S24-TD","WPTAC-7KW-S18-TD",,"Level 2","32","240","7.68","1","24","10","7.93","50.31","No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet","3.53","4.42","0.29","3.75","4.42","0.31","6.64","17.22","0.39","79","68","21","7",,,,,,,,,,,,,,"06/22/2022","06/22/2022","United States, Canada","ES_1147623_WPTAC-7KW-S24-TD_06172022132029_7615167"
"2397744","SHEN ZHEN PUTIAN YONGGAO NEW ENERGY TECHNOLOGY CO.,LTD","WPT","WPTAC-11KW-S24-TD","WPTAC-11KW-S24-TD","WPTAC-11KW-S18-TD",,"Level 2","48","240","11.52","1","24","7","7.93","41.76","No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet","3.52","4.42","0.29","3.77","4.42","0.29","6.54","23.62","0.39","100","41","15","7",,,,,,,,,,,,,,"06/23/2022","06/23/2022","United States, Canada","ES_1147623_WPTAC-11KW-S24-TD_06172022134809_766260"
"2473794","Shenzhen Runchengda Electricity Technology Co.,Ltd","(RUNCHENGDA)","RCD240/40-1MBG-B-10KW","RCD240/40-1MBG-B-10KW",,,"Level 2","40","240","9.6","1","15","8",,,"No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet","3.32","3.6","0.08","3.37","3.6","0.08","3.97","19.6","0.09","93","55","18","3",,,,,,,,,,,,,,"05/11/2023","05/11/2023","United States, Canada","ES_1148542_RCD240/40-1MBG-B-10KW_05082023150527_7276727"
"2473873","Shenzhen Runchengda Electricity Technology Co.,Ltd","(RUNCHENGDA)","RCD240/32-1MBG-B-7.68KW","RCD240/32-1MBG-B-7.68KW",,,"Level 2","32","240","7.68","1","15","10",,,"No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet","3.34","3.6","0.08","3.37","3.6","0.08","4.01","16.4","0.08","72","64","40","6",,,,,,,,,,,,,,"05/11/2023","05/11/2023","United States, Canada","ES_1148542_RCD240/32-1MBG-B-7.68KW_05082023151457_3153497"
"2668248","Shenzhen Sinexcel Electric Co.,Ltd","Sinexcel","SEA240/48I-U-H","SEA240/48I-U-H",,,"Level 2","48","240","11.52","1","17","8",,,"No",,,,,,,,,"No","None","2.3","5","0.04","2.31","5","0.06","4.71","24.2","0.22","132","55","16","4",,,,,,,,,,,,,,"09/26/2023","09/26/2023","United States, Canada","ES_1149464_SEA240/48I-U-H_09222023132556_8481256"
"2668249","Shenzhen Sinexcel Electric Co.,Ltd","Sinexcel","SEA240/40I-U-6","SEA240/40I-U-6","SEA240/40I-U-14",,"Level 2","40","240","9.6","1","17","8",,,"No",,,,,,,,,"No","None","2.24","5","0.04","2.26","5","0.05","4.68","21","0.22","85","50","21","6",,,,,,,,,,,,,,"09/26/2023","09/26/2023","United States, Canada","ES_1149464_SEA240/40I-U-6_09222023131928_9541131"
"3387779","Shenzhen Sinexcel Electric Co.,Ltd","Sinexcel","SEA240/40I-U-6Y","SEA240/40I-U-6Y","SEA240/40I-U-14W; SEA240/40I-U-14Y; SEA240/40I-U-6W",,"Level 2","40","240","9.6","1","25","8",,,"No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet","3.93","6.5","0.26","5.74","6.5","0.32","5.75","22.5","0.29","103","68","36","6",,,,,,,,,,,,,,"01/29/2024","01/29/2024","United States, Canada","ES_1149464_SEA240/40I-U-6Y_01152024174629_8785364"
"3387780","Shenzhen Sinexcel Electric Co.,Ltd","Sinexcel","SEA240/48I-U-HY","SEA240/48I-U-HY","SEA240/48I-U-HW",,"Level 2","48","240","11.52","1","25","8",,,"No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet","3.06","6.5","0.24","3.86","6.5","0.2","4.59","25.7","0.23","134","64","26","9",,,,,,,,,,,,,,"01/29/2024","01/29/2024","United States, Canada","ES_1149464_SEA240/48I-U-HY_01152024170241_3576928"
"3423282","Shenzhen Topband Co., Ltd","TOPBAND","TB-AC215US","TB-AC215US","TB-AC212US",,"Level 1","15","120","1.8","1","16","12",,,"No",,,,,,,,,"No","None","1.19","4","0.22","1.13","4","0.22","3.44","10","0.42","28",,"28","4",,,,,,,,,,,,,,"03/22/2024","03/22/2024","United States, Canada","ES_1129430_TB-AC215US_03212024102344_2880517"
"3423283","Shenzhen Topband Co., Ltd","TOPBAND","TBAC3111USH-LJK","TBAC3111USH-LJK",,,"Level 2","48","240","11.52","1","17","8","5.57","136.5","No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet","3.08","7.11","0.21","3.15","7.11","0.23","5.99","26.31","0.33","98","42","28","8",,,,,,,,,,,,,,"03/22/2024","03/22/2024","United States, Canada","ES_1129430_TBAC3111USH-LJK_03212024101703_6038629"
"3423284","Shenzhen Topband Co., Ltd","TOPBAND","TB-AC240US","TB-AC240US",,,"Level 2","40","240","9.6","1","17","8",,,"No",,,,,,,,,"No","None","0.72","4","0.06","0.76","4","0.07","3.47","20","0.24","92","67","14","13",,,,,,,,,,,,,,"03/22/2024","03/22/2024","United States, Canada","ES_1129430_TB-AC240US_03212024104146_6106988"
"3462872","Shenzhen Topband Co., Ltd","TOPBAND","TBAC3091USH-LJK","TBAC3091USH-LJK",,,"Level 2","40","240","9.6","1","17","8","5.57","237.1","No",,,,,,,"Radio Frequency Identification (RFID)",,"Yes","Wi-Fi or Gigabit Ethernet","3.03","7.14","0.19","3.09","7.14","0.19","5.87","23.14","0.3","163","106","48","12",,,,,,,,,,,,,,"04/24/2024","04/24/2024","United States, Canada","ES_1129430_TBAC3091USH-LJK_04202024111822_6526300"
"3798912","Shenzhen Topband Co., Ltd","TOPBAND","TB80USMJX followed by1, 2, 3, 4, 5, 6, 7 or 8","TB80USMJX followed by1, 2, 3, 4, 5, 6, 7 or 8","followed by Y0Z1",,"Level 2","80","240","19.2","1","25","8","20.52","30.2","No",,,,,,,"Radio Frequency Identification (RFID)",,"Yes","Wi-Fi or Gigabit Ethernet,Cellular","5.71","8.53","0.23","5.87","8.53","0.24","10.84","40.83","0.31","192","12","22","1.57",,,,,,,,,,,,,,"11/20/2024","11/20/2024","United States, Canada","ES_1129430_TB80USMJ-X8Y0Z1_11082024113312_5867120"
"3844985","Shenzhen Topband Co., Ltd","TOPBAND","TBAC3111USH-LJK","TBAC3111USH-LJK","TB48USMJX#Y0Z1TBAC3111USHT-LJK; TB48USMTX#Y0Z1; TBAC3091USH-LJK; TBAC3091USH-LJK-TY; TBAC3091USHT-LJK; TBAC3091USHT-LJK-TY; TBAC3111USH-LJK-TY; TBAC3111USHT-LJK-TY",,"Level 2","48","240","11.52","1","15","8","8.15","37.39","No",,,,,,,"Radio Frequency Identification (RFID)",,"Yes","Wi-Fi or Gigabit Ethernet,Cellular","5.13","7.34","0.23","5.14","7.34","0.25","7.74","26.54","0.21","71","34","19","12",,,,,,,,,,,,,,"12/03/2024","12/03/2024","United States, Canada","ES_1129430_TBAC3111USH-LJK_12022024093158_5021478"
"2404721","Sichuan Injet New Energy Co.,Ltd.","WEEYU","M3P140U","M3P140U",,,"Level 2","40","240","9.6","1","16","8",,,"No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet","3.4","3.6","0.16","3.47","3.6","0.16","3.64","19.6","0.18","60","33","11","4",,,,,,,,,,,,,,"11/18/2022","11/18/2022","United States, Canada","ES_1148294_M3P140U_11162022150319_2841302"
"3354393","Sichuan Injet New Energy Co.,Ltd.","Injet","iM3C-09K6A","iM3C-09K6A",,,"Level 2","40","240","9.6","1","25","6","8.15","16.52","No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet,Other LAN (Local Area Network)","4.17","7.33","0.12","4.94","7.33","0.13","5.13","23.33","0.15","46.68","28.95","11.3","5.67",,,,,,,,,,,,,,"12/27/2023","12/27/2023","United States, Canada","ES_1148294_iM3C-09K6A_12202023141421_9028283"
"3354394","Sichuan Injet New Energy Co.,Ltd.","Injet","iM3C-11K5A","iM3C-11K5A",,,"Level 2","48","240","11.52","1","25","6","8.15","16.52","No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet,Other LAN (Local Area Network)","4.13","7.33","0.12","4.95","7.33","0.13","5.07","26.53","0.15","67.5","28.91","11.38","5.68",,,,,,,,,,,,,,"12/27/2023","12/27/2023","United States, Canada","ES_1148294_iM3C-11K5A_12202023140155_876886"
"3354395","Sichuan Injet New Energy Co.,Ltd.","Injet","iM3C-15K6A","iM3C-15K6A",,,"Level 2","65","240","15.6","1","25","6","8.15","16.52","No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet,Other LAN (Local Area Network)","4.15","7.33","0.12","4.91","7.33","0.13","5.14","33.33","0.15","120.16","28.84","11.32","5.66",,,,,,,,,,,,,,"12/27/2023","12/27/2023","United States, Canada","ES_1148294_iM3C-15K6A_12202023135128_4378015"
"3354396","Sichuan Injet New Energy Co.,Ltd.","Injet","iM3C-19K2A","iM3C-19K2A",,,"Level 2","80","240","19.2","1","25","6","8.15","16.52","No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet,Other LAN (Local Area Network)","4.16","7.33","0.12","4.71","7.33","0.12","5.07","39.33","0.14","183.46","29.05","11.4","5.64",,,,,,,,,,,,,,"12/27/2023","12/27/2023","United States, Canada","ES_1148294_iM3C-19K2A_12202023134353_5128442"
"4622354","Sichuan Injet New Energy Co.,Ltd.","Injet","AC EV Charging Station","iM3C-19K2B, iM3C-11K5B, iM3C-09K6B",,,"Level 2","80","240","19.2","1","25","6","7.93","350","Yes","No",,,,,,"Credit Card Reader,High Resolution Display,PLC Board (ISO 15118),Radio Frequency Identification (RFID),Revenue Grade Meter",,"Yes","Wi-Fi or Gigabit Ethernet","2.38","13.42","0.1","2.42","13.42","0.21","2.435","45.42","0.105","509.4","96.69","26.9","6.86",,,,,,,,,,,,,,"05/26/2026","05/26/2026","United States, Canada","ES_1148294_iM3C-19K2B_06042026024810_1010101"
"4673614","SOARING SUNSHINE PTE. LTD.","SOARING SUNSHINE","AC Electric Vehicle Supply Equipment","ACULC-19C0xy",,,"Level 2","80","240","19.2","1","23","6","20.23","19.19","Yes",,,,,,,"High Resolution Display,PLC Board (ISO 15118),Radio Frequency Identification (RFID),Revenue Grade Meter",,"No","None","7.135","10.99","0.455","7.165","10.99","0.715","9.215","42.99","0.49","16.665","25","34.355","37.475",,,,,,,,,,,,,,"03/24/2025","03/24/2025","United States, Canada","ES_1152591_ACULC-19C0xy_07202026134545_80242275"
"4673615","SOARING SUNSHINE PTE. LTD.","SOARING SUNSHINE","AC Electric Vehicle Supply Equipment","ACULC-19N0xy",,,"Level 2","80","240","19.2","1","23","6","20.23","19.19","Yes",,,,,,,"High Resolution Display,PLC Board (ISO 15118),Radio Frequency Identification (RFID),Revenue Grade Meter",,"No","None","7.135","10.99","0.455","7.165","10.99","0.715","9.215","42.99","0.49","16.665","25","34.355","37.475",,,,,,,,,,,,,,"03/24/2025","03/24/2025","United States, Canada","ES_1152591_ACULC-19N0xy_07202026134545_80242275"
"4673616","SOARING SUNSHINE PTE. LTD.","SOARING SUNSHINE","AC Electric Vehicle Supply Equipment","ACULC-19C1xy",,,"Level 2","80","240","19.2","1","23","6","20.23","19.19","Yes",,,,,,,"High Resolution Display,PLC Board (ISO 15118),Radio Frequency Identification (RFID),Revenue Grade Meter",,"No","None","7.135","10.99","0.455","7.165","10.99","0.715","9.215","42.99","0.49","16.665","25","34.355","37.475",,,,,,,,,,,,,,"03/24/2025","03/24/2025","United States, Canada","ES_1152591_ACULC-19C1xy_07202026134545_80242275"
"4673617","SOARING SUNSHINE PTE. LTD.","SOARING SUNSHINE","AC Electric Vehicle Supply Equipment","ACULC-19N1xy",,,"Level 2","80","240","19.2","1","23","6","20.23","19.19","Yes",,,,,,,"PLC Board (ISO 15118),Radio Frequency Identification (RFID),Revenue Grade Meter",,"No","None","7.135","10.99","0.455","7.165","10.99","0.715","9.215","42.99","0.49","16.665","25","34.355","37.475",,,,,,,,,,,,,,"03/24/2025","03/24/2025","United States, Canada","ES_1152591_ACULC-19N1xy_07202026134545_80242275"
